uri|name|danceability|energy|loudness|speechiness|acousticness|instrumentalness|liveness|valence|tempo|duration_ms|popularity|explicit|album_name|artist_name_1|artist_uri_1|artist_name_2|artist_uri_2|release_album_date
spotify:track:1lASamvlWvmggt0askFTq7|You Are I Am|0.493|0.811|-6.014|0.0457|0.116|0.00642|0.104|0.403|90.003|260493|0|False|The Hurt & The Healer|MercyMe|spotify:artist:6APm8EjxOHSYM5B4i3vT3q|||2012-05-22
spotify:track:4F7GcPH79KzsQfNphjtkGx|Old Church Choir|0.675|0.814|-5.816|0.0347|0.125|0.0|0.163|0.607|103.989|176453|61|False|Chain Breaker (Deluxe Edition)|Zach Williams|spotify:artist:6g10GEtmIVqIQBhPZh4ScQ|||2017-09-15
spotify:track:5RvY3ReERt9o622MqEydNY|Need You Now (How Many Times)|0.607|0.686|-4.611|0.0306|0.00245|4.56e-06|0.0901|0.268|132.032|252240|52|False|Need You Now (Deluxe Edition)|Plumb|spotify:artist:2tbxcCCM7A71cmkzuB8lyH|||2012
spotify:track:51SKBQBJa7XuvMYvfUr5aX|When Mercy Found Me|0.36|0.855|-4.044|0.0426|0.00723|0.0|0.364|0.305|147.766|238733|47|False|Come To The River|Rhett Walker|spotify:artist:4ImxhwjNOz0es0voxGHCoP|||2012-07-06
spotify:track:72VNLbfQELdPaKMTNjT2eB|You Are More|0.508|0.589|-7.204|0.036|0.0172|0.0|0.129|0.353|132.043|217400|54|False|The Light Meets The Dark|Tenth Avenue North|spotify:artist:7v35CkHBaT1SStgQHl95a0|||2010-05-10
spotify:track:4vhKRjmiboAhfunCabpXap|Because He Lives (Amen)|0.426|0.767|-4.521|0.0316|0.269|0.0|0.0996|0.153|83.97|199866|57|False|Saints and Sinners|Matt Maher|spotify:artist:1dPl8axUL09mso0myZqPZW|||2015-03-16
spotify:track:7FO6QgfJRKtEwZiYO0dIO9|Speak Life|0.65|0.888|-3.35|0.0515|0.137|0.0|0.0879|0.565|90.013|205080|60|False|Eye On It (Deluxe Edition)|TobyMac|spotify:artist:5VX8hxrcfJWwaTLiqGUHG3|||2012-01-01
spotify:track:6jAAYLKxXPyeEoddXu6Gf7|Worn|0.51|0.42|-8.014|0.0312|0.384|0.0|0.102|0.19|125.898|244120|56|False|The Struggle|Tenth Avenue North|spotify:artist:7v35CkHBaT1SStgQHl95a0|||2012-08-17
spotify:track:1KedGIK1fpqpl56GkW5VgB|Your Love Never Fails|0.664|0.852|-5.341|0.0521|0.00109|0.0|0.0765|0.558|115.0|218200|57|False|God's Not Dead|Newsboys|spotify:artist:1SZMaiNHfdUuU0qZKZ6y62|||2011-01-01
spotify:track:1au0woWoLOVWffU7rolXqF|Help Me Find It|0.457|0.664|-6.184|0.0271|0.204|4.33e-06|0.111|0.355|79.019|224493|46|False|Live Like That|Sidewalk Prophets|spotify:artist:2SMYoM2Kbcj6rI6U3FRc4U|||2012-03-26
spotify:track:29yJSGtuwJCfpfGW3Upeo6|Losing|0.621|0.571|-7.925|0.0328|0.118|2.79e-05|0.0961|0.549|149.946|212506|47|False|The Struggle|Tenth Avenue North|spotify:artist:7v35CkHBaT1SStgQHl95a0|||2012-08-17
spotify:track:1pl0dR5Of7PFJH6pJwAGQx|You Are|0.511|0.818|-3.587|0.0304|0.0412|0.0|0.0528|0.351|96.004|202853|26|False|A Messenger (Expanded Edition)|Colton Dixon|spotify:artist:52oVYHQ99ORZzeig2YGo4R|||2013-01-01
spotify:track:1V3eyBz3pfkn9lBOlfle4x|Thy Will|0.373|0.506|-5.404|0.0273|0.718|1.03e-06|0.118|0.123|157.742|236200|59|False|Love Remains|Hillary Scott & The Scott Family|spotify:artist:4EVSOMkocOlqAZ9ujkGrQR|||2016-07-29
spotify:track:5MCG4XcVcvCOXWpSg2cfRC|Shoulders|0.518|0.744|-7.106|0.0351|0.171|7.63e-06|0.109|0.161|98.022|303306|58|False|RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition)|for KING & COUNTRY|spotify:artist:3sDbKMebVH2VYcRSl7u1VC|||2015-10-22
spotify:track:5pNavG44Qct8Vm5vQDDxYF|The Proof of Your Love|0.396|0.671|-6.953|0.0351|0.0984|0.0|0.0844|0.257|156.072|197320|56|False|Crave|for KING & COUNTRY|spotify:artist:3sDbKMebVH2VYcRSl7u1VC|||2012-02-28
spotify:track:6QbbxQtijqLfUV90Vlm1Xh|Live Like That|0.479|0.893|-4.134|0.0476|0.053|0.0|0.0791|0.398|124.062|237198|54|False|Live Like That|Sidewalk Prophets|spotify:artist:2SMYoM2Kbcj6rI6U3FRc4U|||2012-03-26
spotify:track:1B4L5VRP5fALiYJpHUHhZd|We Won't Be Shaken|0.433|0.737|-6.079|0.0322|0.00309|0.0|0.0707|0.344|158.04|236546|54|False|We Won't Be Shaken|Building 429|spotify:artist:6Le23Aqwqi28fQUzfv4dHY|||2013-05-31
spotify:track:6gAifEnsklSTHLp8XbiuCK|Jesus In Disguise|0.514|0.697|-6.439|0.026|0.183|4.37e-05|0.358|0.503|83.962|218626|47|False|Blue Mountain|Brandon Heath|spotify:artist:0W7wIkmxoGQbnZYn2z2sLj|||2012-10-05
spotify:track:1uyfFrOODBO0dFQkzm0LzA|Whole Heart|0.613|0.773|-3.845|0.0297|0.416|0.0|0.0875|0.618|96.037|183493|48|False|Faith Hope Love Repeat|Brandon Heath|spotify:artist:0W7wIkmxoGQbnZYn2z2sLj|||2017-10-20
spotify:track:5JuGTb3UbDZJFPTgqNSFwA|I'm Not Who I Was|0.783|0.665|-5.529|0.0258|0.291|7.66e-05|0.0718|0.653|94.024|199106|46|False|Don't Get Comfortable|Brandon Heath|spotify:artist:0W7wIkmxoGQbnZYn2z2sLj|||2006-09-19
spotify:track:0Gpdtq9xCH4hJIHM2B3jip|Kings & Queens|0.573|0.829|-5.606|0.0408|0.0269|0.0|0.113|0.397|128.039|229373|0|False|Kings & Queens|Audio Adrenaline|spotify:artist:01PBXLThJADrhufsPS5tER|||2013-03-12
spotify:track:1ed3wNCecRIp6SugyR0w2J|So Will I (100 Billion X)|0.431|0.416|-10.376|0.0296|0.0462|2.01e-06|0.144|0.177|127.964|411000|66|False|Wonder|Hillsong UNITED|spotify:artist:74cb3MG0x0BOnYNW1uXYnM|Benjamin Hastings|spotify:artist:4Pd7dTx8E1vKJL5TT7RVyX|2017-06-09
spotify:track:5ffsmOjdQ2R3Te0Sy4kVWw|Wonder|0.395|0.66|-8.293|0.0303|0.00108|0.0|0.11|0.18|88.492|294560|54|False|Wonder|Hillsong UNITED|spotify:artist:74cb3MG0x0BOnYNW1uXYnM|TAYA|spotify:artist:3D04fb59z3ANxVaeHBfxtW|2017-06-09
spotify:track:58yhHre6kOePZPD15hZWgP|Touch The Sky|0.502|0.43|-9.466|0.0271|0.263|7.48e-06|0.148|0.217|90.5|262120|57|False|Empires|Hillsong UNITED|spotify:artist:74cb3MG0x0BOnYNW1uXYnM|TAYA|spotify:artist:3D04fb59z3ANxVaeHBfxtW|2015-05-26
spotify:track:5VlojXyAGM1q9ke2ybxrVT|Hosanna|0.403|0.658|-4.713|0.0314|0.0331|0.00137|0.168|0.0897|153.903|330360|58|False|All Of The Above|Hillsong UNITED|spotify:artist:74cb3MG0x0BOnYNW1uXYnM|Brooke Ligertwood|spotify:artist:7iETGaxJ4crz3qaljDPCKC|2007
spotify:track:2MobJagQB0dGJoRqI8OT0m|10,000 Reasons (Bless The Lord) [Radio Version] - Radio Version/Live|0.459|0.561|-7.091|0.0271|0.0839|0.0|0.0998|0.306|144.783|256933|66|False|Sing Like Never Before: The Essential Collection|Matt Redman|spotify:artist:0bz9hDpUbAw5JElgEiuIYZ|||2012-01-01
spotify:track:1WYHvGn6fQZRAmbD5TG51j|The Heart Of Worship|0.529|0.244|-11.625|0.0283|0.796|4.53e-05|0.105|0.246|139.725|320600|49|False|The Heart Of Worship|Matt Redman|spotify:artist:0bz9hDpUbAw5JElgEiuIYZ|||1999-01-01
spotify:track:51ndwDACfzlvfOYnwp4ryn|Blessed Be Your Name|0.465|0.804|-5.542|0.0368|0.00124|0.0457|0.541|0.109|116.005|348933|51|False|"""Blessed Be Your Name: The Songs Of Matt Redman, Vol. 1"""|Matt Redman|spotify:artist:0bz9hDpUbAw5JElgEiuIYZ|||2005-01-01
spotify:track:3NNm7maZCjauZbXTsbXRj2|You Never Let Go|0.364|0.714|-7.125|0.042|0.0816|1.02e-05|0.123|0.23|157.966|287426|46|False|Beautiful News (With Bonus Track)|Matt Redman|spotify:artist:0bz9hDpUbAw5JElgEiuIYZ|||2006-01-01
spotify:track:1ExpEXUOW2KzpfV0v8iWUp|Your Grace Finds Me - Live|0.455|0.715|-5.614|0.0259|0.0998|4.78e-06|0.897|0.342|76.494|340826|47|False|Your Grace Finds Me (Live)|Matt Redman|spotify:artist:0bz9hDpUbAw5JElgEiuIYZ|||2014-01-01
spotify:track:0bOiEr1jajwxfI920ZG68L|Never Once|0.482|0.637|-5.857|0.0295|0.177|0.0|0.172|0.411|138.184|240066|51|False|Sing Like Never Before: The Essential Collection|Matt Redman|spotify:artist:0bz9hDpUbAw5JElgEiuIYZ|||2012-01-01
spotify:track:6W9EPcObAGDpZosKp4IKcf|Gracefully Broken - Radio Version|0.471|0.672|-5.785|0.0356|0.184|0.0|0.0704|0.125|88.013|240249|43|False|Gracefully Broken - EP|Matt Redman|spotify:artist:0bz9hDpUbAw5JElgEiuIYZ|Tasha Cobbs Leonard|spotify:artist:5YxebzzreNswbtYC1td4cx|2017-09-01
spotify:track:2rXdqg7tdmrwJZmXTi5Cym|All Glory|0.416|0.758|-6.249|0.0417|0.265|0.0|0.0748|0.19|149.996|307960|29|False|Glory Song|Matt Redman|spotify:artist:0bz9hDpUbAw5JElgEiuIYZ|Kierra Sheard|spotify:artist:4x3CdMQ3YjnPn4Evhyni5y|2017-09-29
spotify:track:0rH0mprtecH3grD9HFM5AD|Reckless Love|0.572|0.685|-7.29|0.0356|0.0291|0.0|0.0963|0.232|110.698|333386|73|False|Reckless Love|Cory Asbury|spotify:artist:2gXmjQIxCO8lMnSncluZaU|||2018-01-26
spotify:track:0jOSpB2zK2O0SNxj8ZT5lp|How Great Is Our God|0.318|0.573|-5.653|0.0324|0.107|0.0|0.0854|0.0765|156.054|305426|67|False|How Great Is Our God: The Essential Collection|Chris Tomlin|spotify:artist:6pRi6EIPXz4QJEOEsBaA0m|||2011-01-01
spotify:track:1mWdyqs6Zvg8b1lKjDc8yB|Good Good Father|0.429|0.587|-4.588|0.0275|0.315|0.0|0.108|0.164|145.003|293398|68|False|The Ultimate Playlist|Chris Tomlin|spotify:artist:6pRi6EIPXz4QJEOEsBaA0m|||2016-04-29
spotify:track:20bD4lkiXkxl5VVg0Y7Tjz|Resurrection Power|0.389|0.719|-4.264|0.0431|0.00875|0.0|0.0886|0.316|150.011|251106|48|False|Resurrection Power|Chris Tomlin|spotify:artist:6pRi6EIPXz4QJEOEsBaA0m|||2018-01-12
spotify:track:2aMb1asq5acm7cDYlFsYhY|Home|0.468|0.786|-2.757|0.0334|0.0363|0.0|0.31|0.461|84.992|219720|58|False|Never Lose Sight (Deluxe Edition)|Chris Tomlin|spotify:artist:6pRi6EIPXz4QJEOEsBaA0m|||2016-10-21
spotify:track:27uBwOJbW6kHsCbKGukxMK|At The Cross (Love Ran Red)|0.391|0.535|-4.516|0.0291|0.00324|0.0|0.205|0.127|145.937|250626|60|False|Love Ran Red|Chris Tomlin|spotify:artist:6pRi6EIPXz4QJEOEsBaA0m|||2014-10-27
spotify:track:0M1ujzJ1RTvLt13C4GsnaT|Indescribable - Arriving Album Version|0.362|0.83|-4.183|0.033|0.0341|0.0|0.115|0.447|179.867|237986|49|False|Arriving|Chris Tomlin|spotify:artist:6pRi6EIPXz4QJEOEsBaA0m|||2004-01-01
spotify:track:3TMFxaCtDbBGi0UeGH2dzc|Gracefully Broken|0.322|0.666|-5.527|0.0466|0.302|0.0|0.0643|0.156|175.603|350480|57|False|Glory Song|Matt Redman|spotify:artist:0bz9hDpUbAw5JElgEiuIYZ|Tasha Cobbs Leonard|spotify:artist:5YxebzzreNswbtYC1td4cx|2017-09-29
spotify:track:0SYRVn2YF7HBscQEmlkpTI|Roxanne - Remastered 2003|0.608|0.746|-8.851|0.354|0.026|2.39e-06|0.043|0.745|134.03|191946|0|False|Outlandos D'Amour|The Police|spotify:artist:5NGO30tJxFlKixkPSgXcFE|||1978-11-02
spotify:track:6dozcLYuWAwE05ZkSX8Afh|Vineyard|0.702|0.619|-8.694|0.0361|0.308|2.32e-05|0.136|0.745|111.099|237240|0|False|Finest Hour|Jackopierce|spotify:artist:1D9nOrYVEVg5nRbUABsrcW|||1996
spotify:track:683hRieVmYdAhVA1DkjSAk|Space Jam|0.798|0.952|-4.78|0.0401|0.064|0.000513|0.287|0.843|132.031|304960|62|False|Space Jam (Music From And Inspired By The Motion Picture)|Quad City DJ's|spotify:artist:4mar1GMMEhvGyJdWagu6KS|||1996-11-12
spotify:track:7HKez549fwJQDzx3zLjHKC|Start Me Up - Remastered 2009|0.631|0.932|-4.142|0.0354|0.0436|0.137|0.0918|0.971|122.429|213066|79|False|Tattoo You (2009 Re-Mastered)|The Rolling Stones|spotify:artist:22bE4uQ6baNwSHPVcDxLCe|||1981-08-24
spotify:track:61T2H6w0ggQdhCvVegLl99|God's Plan|0.758|0.451|-9.454|0.104|0.0273|9.48e-05|0.566|0.353|77.175|198960|0|False|Scary Hours|Drake|spotify:artist:3TVXtAsR1Inumwj472S9r4|||2018-01-19
spotify:track:5dulYd9AKIprMoF837OTDb|"Gonna Fly Now - Theme From ""Rocky"" / Remastered 2006"|0.438|0.812|-3.7|0.0377|0.499|0.768|0.0444|0.465|95.613|168026|59|False|Blockbuster Movie Hits|Bill Conti|spotify:artist:272ygo5fv9cYsiCLcV0HV2|||2010-01-01
spotify:track:2GyA33q5rti5IxkMQemRDH|I Know What You Did Last Summer|0.687|0.761|-4.582|0.0876|0.102|0.0|0.147|0.743|113.939|223853|77|False|Handwritten|Shawn Mendes|spotify:artist:7n2wHs1TKAczGzO7Dd2rGr|Camila Cabello|spotify:artist:4nDoRrQiYLoBzwC5BhVJzF|2015-04-14
spotify:track:2TfSHkHiFO4gRztVIkggkE|Sugar, We're Goin Down|0.494|0.842|-4.784|0.0843|0.00579|0.0|0.122|0.574|162.011|229093|81|False|From Under The Cork Tree|Fall Out Boy|spotify:artist:4UXqAaa6dQYAk18Lv7PEgX|||2005-05-03
spotify:track:7s0lDK7y3XLmI7tcsRAbW0|My Songs Know What You Did In The Dark (Light Em Up)|0.558|0.924|-4.341|0.064|0.0271|3.32e-06|0.537|0.567|151.99|186826|68|False|Save Rock And Roll|Fall Out Boy|spotify:artist:4UXqAaa6dQYAk18Lv7PEgX|||2013-01-01
spotify:track:6e13443Ve7RGcAUScTgYtl|The Last Of The Real Ones|0.576|0.872|-5.293|0.0471|0.00599|0.0|0.188|0.559|115.042|230400|65|False|MANIA|Fall Out Boy|spotify:artist:4UXqAaa6dQYAk18Lv7PEgX|||2018-01-19
spotify:track:3Q4WeJmzxuDpzMu9QjQqbM|Big Girls Don't Cry (Personal)|0.708|0.641|-4.296|0.0335|0.205|0.0|0.0945|0.253|113.082|268120|78|False|The Dutchess|Fergie|spotify:artist:3r17AfJCCUqC9Lf0OAc73G|||2006-01-01
spotify:track:7k4uHnOdJViC6EBvcvzJZJ|"Yes - From ""Dirty Dancing"" Soundtrack"|0.541|0.772|-11.552|0.0341|0.051|2.92e-05|0.146|0.97|178.082|198333|55|False|Dirty Dancing (Original Motion Picture Soundtrack)|Merry Clayton|spotify:artist:71cyZ6pH0KrM2MdtO8RGmy|||1987-09-24
spotify:track:3qP5nPy0qh7iodfLMBsfbr|More Girls Like You|0.565|0.734|-5.51|0.0327|0.00701|0.0|0.081|0.604|74.991|154320|32|False|More Girls Like You|Kip Moore|spotify:artist:2hJPr4lk7Q8SSvCVBl9fWM|||2017-02-10
spotify:track:3UZ9aPaYlBBlAvpdh3kK0U|Hurricane|0.443|0.804|-6.432|0.0406|0.0165|2.89e-06|0.181|0.438|151.928|223800|0|False|This One's for You|Luke Combs|spotify:artist:718COspgdWOnwOFpJHRZHS|||2015-11-27
spotify:track:5OwOWdY2hsSAtSERkxUwoc|I Could Use a Love Song|0.638|0.634|-6.474|0.0468|0.214|0.0|0.0866|0.473|92.097|196421|0|False|HERO|Maren Morris|spotify:artist:6WY7D3jk8zTrHtmkqqo5GI|||2016-06-03
spotify:track:5Ao3vArhHOJBFvr7DjxBki|Hometown Girl|0.504|0.805|-5.653|0.0316|0.269|0.103|0.117|0.496|155.956|216186|0|False|Hometown Girl|Josh Turner|spotify:artist:7vCtweS8UVAXTyau2j0rDT|||2016-05-13
spotify:track:6hIS1u7nuJmFE12rXAPMxm|Every Storm (Runs Out Of Rain)|0.535|0.723|-6.984|0.0347|0.0419|3.55e-06|0.206|0.349|107.019|226080|53|False|Every Storm (Runs Out Of Rain)|Gary Allan|spotify:artist:37W8SKV5Vc8lcGtdyWCA5m|||2012-01-01
spotify:track:6rqxivjFHp8K0yMiefG56g|Stay A Little Longer|0.555|0.89|-5.533|0.0309|0.0414|0.131|0.147|0.513|96.987|335266|59|False|Stay A Little Longer|Brothers Osborne|spotify:artist:39NR3AUhpbbqKM33vWn2fp|||2015-03-10
spotify:track:1TKlBK9cSrM5u4CiL4SETS|Talladega|0.586|0.677|-8.343|0.0294|0.043|0.0936|0.0884|0.562|144.001|262280|67|False|The Outsiders|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2014-01-01
spotify:track:4wFUdSCer8bdQsrp1M90sa|Highway Don't Care|0.47|0.79|-5.352|0.039|0.0216|0.0|0.0863|0.495|158.061|276880|67|False|Two Lanes Of Freedom|Tim McGraw|spotify:artist:6roFdX1y5BYSbp60OTJWMd|Taylor Swift|spotify:artist:06HL4z0CvFAxyc27GXpf02|2013-01-01
spotify:track:5jROdl6MhcmP3O7h2sVgtw|Parachute|0.642|0.762|-7.411|0.0296|0.00967|5.72e-05|0.182|0.605|113.038|253200|73|False|Traveller|Chris Stapleton|spotify:artist:4YLtscXsxbVgi031ovDDdh|||2015-05-04
spotify:track:6E9V9TRlVOLjenGjHemzEH|Hard To Love|0.638|0.722|-6.177|0.0332|0.0119|0.00808|0.189|0.469|103.017|224293|72|False|Hard 2 Love|Lee Brice|spotify:artist:5Zq7R5qmi58ByYyBQTlNuk|||2012-04-24
spotify:track:5aj0xPGiEUN3aI2oOYu14S|I Don't Dance|0.587|0.559|-7.742|0.0321|0.399|6.69e-06|0.0992|0.19|92.036|221173|71|False|I Don't Dance (Deluxe Edition)|Lee Brice|spotify:artist:5Zq7R5qmi58ByYyBQTlNuk|||2014-09-09
spotify:track:4A6IgELhUNZIJ38kMUB4pC|She's Country|0.554|0.872|-2.849|0.0897|0.221|0.0|0.0638|0.657|172.196|220573|0|False|Wide Open|Jason Aldean|spotify:artist:3FfvYsEGaIb52QPXhg4DcH|||2009
spotify:track:1P5WxIzlcNsX1Et9L6oPbw|These Are My People|0.558|0.896|-3.687|0.0545|0.0316|0.0|0.528|0.63|90.064|213653|0|False|If You're Going Through Hell|Rodney Atkins|spotify:artist:2qgvmDsc4jrqbAbjq1HGM2|||2006-07-18
spotify:track:5oHHMDcVOmPSFrCgdbHPdb|It's Five O'Clock Somewhere|0.713|0.772|-6.69|0.0372|0.208|0.0|0.211|0.88|125.202|230133|68|False|34 Number Ones|Alan Jackson|spotify:artist:4mxWe1mtYIYfP040G38yvS|Jimmy Buffett|spotify:artist:28AyklUmMECPwdfo8NEsV0|2010-11-19
spotify:track:19DnL1HnJiijuEfaiS0Eus|Sideways|0.624|0.915|-2.627|0.0364|0.141|0.0|0.386|0.815|108.046|184160|60|False|Feel That Fire|Dierks Bentley|spotify:artist:7x8nK0m0cP2ksQf0mjWdPS|||2009-01-01
spotify:track:2EZWdLnLPwL97JcfNlBoM1|I Love This Bar|0.602|0.853|-5.362|0.0438|0.0274|0.00828|0.355|0.466|115.047|333453|53|False|Toby Keith 35 Biggest Hits|Toby Keith|spotify:artist:2bA6fzP0lMAQ4kz6CF61w8|||2008-01-01
spotify:track:35T0DuK0GlI6GaEZZKe7gZ|Dang If We Didn't|0.621|0.808|-4.866|0.0394|0.0415|0.0|0.211|0.855|104.993|178160|0|False|Dang If We Didn't|The Cadillac Three|spotify:artist:1nivFfWu6oXBFDNyVfFU5x|||2017-06-09
spotify:track:7G6l2FtQyRhQgYgut2I6i8|As Good As I Once Was|0.68|0.87|-4.461|0.0393|0.266|0.0|0.109|0.646|119.075|227840|70|False|Honkytonk University|Toby Keith|spotify:artist:2bA6fzP0lMAQ4kz6CF61w8|||2005-01-01
spotify:track:7AGtAPxCdU1RiGto2XzLFR|Give Me Back My Hometown|0.613|0.662|-7.797|0.0294|0.527|0.141|0.0778|0.516|104.023|252493|0|False|Give Me Back My Hometown|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2014-01-01
spotify:track:1cktZnxiONH0hR6Q3DKy8h|Drink In My Hand|0.626|0.913|-4.452|0.0318|0.00635|0.0|0.293|0.946|113.044|191306|74|False|Chief|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2011-01-01
spotify:track:539dFCMA8lfEElDPgGpcIB|All My Friends Say|0.683|0.9|-4.422|0.0333|0.0439|0.0|0.177|0.962|117.036|242800|63|False|I'll Stay Me|Luke Bryan|spotify:artist:0BvkDsjIUla7X0k6CSWh1I|||2007-01-01
spotify:track:23CzqFXnFgaJo2L9vJXWHN|Here For A Good Time|0.615|0.732|-8.74|0.0348|0.0883|5.94e-06|0.107|0.557|127.881|182120|45|False|Here For A Good Time|George Strait|spotify:artist:5vngPClqofybhPERIqQMYd|||2011-01-01
spotify:track:1vD4DN56ued7pQklJBDesw|American Ride|0.518|0.906|-2.845|0.0573|0.0889|0.0|0.309|0.751|174.099|165693|0|False|American Ride|Toby Keith|spotify:artist:2bA6fzP0lMAQ4kz6CF61w8|||2009-01-01
spotify:track:68A4qiCqD9y39N3WNEsJVD|How Country Feels|0.677|0.847|-3.608|0.0396|0.0458|0.0|0.0763|0.806|104.944|185093|0|False|How Country Feels|Randy Houser|spotify:artist:56x8mYvS3cyDGAi8N2FxbB|||2013
spotify:track:4Ng7hGdPwpINleVecBWiOO|Free And Easy (Down The Road I Go)|0.557|0.825|-4.657|0.0283|0.00525|0.00164|0.177|0.841|120.017|201120|60|False|Greatest Hits / Every Mile A Memory 2003 - 2008|Dierks Bentley|spotify:artist:7x8nK0m0cP2ksQf0mjWdPS|||2008-01-01
spotify:track:1fC13X9Ob5KI982tNtrOhG|Roots|0.726|0.595|-6.846|0.0393|0.148|0.000433|0.106|0.696|115.0|231173|0|False|Welcome Home|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|||2017-05-12
spotify:track:4K3xxih9VMKeLv4PgYkG3D|Free - Greatest Hits Version|0.574|0.405|-7.606|0.0266|0.272|0.000254|0.101|0.275|75.952|228640|0|False|Greatest Hits So Far...|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|||2014-11-07
spotify:track:2X53YEmzGYnDEQF9zYLTRR|Whatever It Is - Greatest Hits Version|0.647|0.582|-6.662|0.0282|0.422|2.17e-05|0.106|0.704|83.893|208346|0|False|Greatest Hits So Far...|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|||2014-11-07
spotify:track:73s9sKY6ALxw5cwcbGRXbD|Toes - Greatest Hits Version|0.792|0.723|-5.869|0.0382|0.754|0.0|0.0929|0.808|129.999|261346|0|False|Greatest Hits So Far...|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|||2014-11-07
spotify:track:1jxR2ZtJo0O3Zq993R4MV7|As She's Walking Away (feat. Alan Jackson) - Greatest Hits Version|0.556|0.655|-5.909|0.031|0.46|0.0|0.12|0.334|183.981|223840|0|False|Greatest Hits So Far...|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|Alan Jackson|spotify:artist:4mxWe1mtYIYfP040G38yvS|2014-11-07
spotify:track:6PEZpZIS4uygvUoLX1Dm4C|Colder Weather|0.664|0.38|-7.45|0.0299|0.447|0.0|0.117|0.188|135.844|273840|0|False|Greatest Hits So Far...|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|||2014-11-07
spotify:track:4FpkkXQWOhhKn8iLGVwajg|Keep Me in Mind - Greatest Hits Version|0.688|0.713|-6.157|0.0339|0.168|0.0|0.189|0.545|96.009|214080|0|False|Greatest Hits So Far...|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|||2014-11-07
spotify:track:6Kxhhr0LHRfUlYXhrGZjlM|No Hurry - Greatest Hits Version|0.572|0.54|-5.792|0.0287|0.346|0.0|0.254|0.389|145.99|226213|0|False|Greatest Hits So Far...|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|||2014-11-07
spotify:track:4iMIIUvmScLS65kg5sHBla|Goodbye in Her Eyes - Greatest Hits Version|0.569|0.56|-7.371|0.0342|0.174|4.7e-06|0.0863|0.413|82.002|324240|0|False|Greatest Hits So Far...|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|||2014-11-07
spotify:track:4odTc9WAkxY7t122yg8Mxh|Sweet Annie - Greatest Hits Version|0.637|0.431|-7.991|0.0297|0.191|0.0|0.108|0.151|140.008|278746|0|False|Greatest Hits So Far...|Zac Brown Band|spotify:artist:6yJCxee7QumYr820xdIsjo|||2014-11-07
spotify:track:0ipcmHor30Y8p6hCd8QUVq|Kill A Word|0.651|0.732|-8.037|0.0381|0.0164|1.58e-06|0.0925|0.638|85.023|199213|61|False|Mr. Misunderstood|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2015-11-11
spotify:track:6hr4weuSidHy2LNMw8UVJ2|Like A Wrecking Ball|0.693|0.335|-10.863|0.0395|0.338|0.000552|0.118|0.623|136.071|198906|65|False|The Outsiders|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2014-01-01
spotify:track:1ffMmNQ42w7dIwyCDTKySb|Cold One|0.591|0.888|-5.807|0.0601|0.0758|0.00403|0.535|0.771|147.943|205226|55|False|The Outsiders|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2014-01-01
spotify:track:4tM1hVTKNFQ6EFXGhJyvIX|How 'Bout You - Live|0.428|0.968|-3.211|0.0634|8.49e-05|0.775|0.971|0.428|120.666|262586|33|False|Caught In The Act: Live|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2013-01-01
spotify:track:2S8JVnlz4Xpqst4mJXtxPQ|Jack Daniels - Live|0.455|0.864|-6.551|0.0456|0.0198|0.424|0.851|0.538|143.794|271773|31|False|Caught In The Act: Live|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2013-01-01
spotify:track:79dlQxvdsCDApoM8XChkpy|Mr. Misunderstood|0.385|0.808|-6.67|0.045|0.0629|0.0|0.33|0.546|129.22|319240|61|False|Mr. Misunderstood|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2015-11-11
spotify:track:3QYXgYgff77dt42xLnhUaf|Knives Of New Orleans|0.585|0.719|-8.332|0.0279|0.00144|1.84e-05|0.123|0.428|108.979|241413|48|False|Mr. Misunderstood|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2015-11-11
spotify:track:579wiJu8HXaGXod6rU3NiB|Three Year Old|0.725|0.321|-14.517|0.055|0.735|0.00105|0.0987|0.576|76.968|226826|48|False|Mr. Misunderstood|Eric Church|spotify:artist:2IvkS5MXK0vPGnwyJsrEyV|||2015-11-11
